name,id,minutes,contributor_id,submitted,tags,nutrition,n_steps,steps,description,ingredients,n_ingredients
57 chevy,280251,5,330545,2008-01-22,"['15-minutes-or-less', 'time-to-make', 'course', 'preparation', 'for-1-or-2', '5-ingredients-or-less', 'beverages', 'easy', 'cocktails', 'number-of-servings', '3-steps-or-less']","[157.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2,"['shake the bourbon , grand marnier and vodka', 'pour into a cocktail glass and add pineapple juice to fill']",from lisashea,"['bourbon', 'grand marnier', 'vodka', 'pineapple juice']",4
nilla wafer martini,261888,3,131674,2007-10-28,"['15-minutes-or-less', 'time-to-make', 'course', 'preparation', 'for-1-or-2', '5-ingredients-or-less', 'beverages', 'easy', 'cocktails', 'number-of-servings', '3-steps-or-less']","[96.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",3,"['pour ingredients into cocktail shaker with ice', 'shake and pour into martini glass', 'enjoy']",instead of serving banana pudding with vanilla wafers just skip the bananas and serve this martini for dessert.,"['amaretto', 'vanilla vodka']",2
spicy  pasta fagioli,426696,30,1010338,2010-05-21,"['30-minutes-or-less', 'time-to-make', 'preparation']","[216.2, 3.0, 18.0, 21.0, 23.0, 2.0, 12.0]",9,"['heat oil in saucepan over medium-high heat', 'add garlic and cook 1 minute', 'stir in broth , water , tomato sauce , diced tomatoes and italian seasoning', 'bring to a boil', 'add pasta and carrots', 'simmer for 10 minutes , stirring occasionally', 'stir in beans , capicola , salt and pepper', 'heat through', 'serve with grated parmesan cheese and garlic bread']","saw this in a 2009 issue of family circle.  i tweaked it a bit to suit our taste, and dh was very happy with the results.  it's really easy to make and is ready in no time. the capicola gives it quite a bit of a kick--that's why i've tagged it (spicy)--so i would go easy on the pepper until you taste test.   if you you try it, i hope you enjoy it.","['olive oil', 'garlic cloves', 'tomato sauce', 'water', 'chicken broth', 'diced tomatoes', 'italian seasoning', 'ditalini', 'carrots', 'cannellini beans', 'capicola', 'salt and pepper', 'parmesan cheese']",13
guaranteed 5 star banana cake,407471,60,311199,2010-01-08,"['60-minutes-or-less', 'time-to-make', 'course', 'preparation', 'desserts', 'cakes']","[366.9, 24.0, 47.0, 14.0, 8.0, 20.0, 17.0]",16,"['preheat oven to 350 degrees', 'add sugar , flour , and cube of butter into small mixing bowl', 'cut butter into sugar / flour mixture with pastery cutter', 'spray bundt pan with pam cooking spray', 'put butter / flour / sugar mixture into bottom of bundt pan evenly', 'in a seperate large mixing bowl add bananas and mash', 'add remaining ingredients', 'using mixer , blend for approximately 1 minute', 'pour cake mixture into bundt pan on top of first layer', 'follow the baking directions on the box of cake mix', 'check for doneness with a toothpick', 'remove cake from oven after tooth pick comes out clean', 'let cake stand for 10 to 15 minutes', 'place cake plate on bottom of bundt pan and carefully flip over', 'remove bundt pan', 'let cool and enjoy !']","seriously folks!  this is the best banana cake you will ever have.  it is super moist with a crunchy buttery/sugary topping. i had to twist an arm to get this secret family recipe from a co-worker.  she would kill me if she knew i was going to share it with the rest of the world.  you have tried the others, now try the best.","['butter', 'sugar', 'flour', 'bananas', 'duncan hines butter cake mix', 'eggs', 'water', 'canola oil', 'baking powder']",9
spaghetti squares,422277,40,736339,2010-04-30,"['60-minutes-or-less', 'time-to-make', 'course', 'preparation', 'main-dish']","[521.2, 34.0, 42.0, 29.0, 59.0, 50.0, 15.0]",15,"['heat oven to 350f', 'cook spaghetti as directed on package', 'brown meat in large nonstick skillet on medium-high heat', 'drain', 'add peppers', 'cook until tender , stirring occasionally', 'stir in pasta sauce', 'add jalapeno puree', 'add more to taste if necessary', 'drain spaghetti', 'toss with romano cheese , margarine and eggs', 'season with salt and pepper', 'place in greased 13x9-inch pan', 'top with layers of ricotta cheese , meat mixture and mozzarella cheese', 'bake 20 minute or until heated through']","i found this from the kraft canada website and i tweaked it a bit to suit my tastes. i found the original recipe bland (which some of my family members would love!).

the original recipe didn't call for salt and pepper but it really does need some. you may need to season it more when serving.","['spaghetti', 'lean ground beef', 'jalapeno', 'red pepper', 'pasta sauce', 'romano cheese', 'margarine', 'eggs', 'ricotta cheese', 'mozzarella cheese', 'salt and pepper']",11
007 cocktail,249911,5,283251,2007-08-30,"['15-minutes-or-less', 'time-to-make', 'course', 'preparation', 'for-1-or-2', 'low-protein', 'healthy', '5-ingredients-or-less', 'beverages', 'easy', 'low-fat', 'cocktails', 'dietary', 'low-sodium', 'low-cholesterol', 'low-saturated-fat', 'low-calorie', 'low-carb', 'healthy-2', 'low-in-something', 'number-of-servings', '3-steps-or-less']","[90.9, 0.0, 20.0, 0.0, 0.0, 0.0, 2.0]",4,"['mix in tall glass preferrably , over ice', 'wince , shudder , repeat', 'enjoy', 'cheers !']",from idrink.com,"['carbonated lemon-lime beverage', 'orange juice', 'orange-infused vodka']",3
1 lb abm hawaiian sweet bread,444002,215,317719,2010-12-12,"['time-to-make', 'course', 'preparation', 'breads', '4-hours-or-less']","[181.3, 5.0, 27.0, 4.0, 8.0, 10.0, 10.0]",5,"['add ingredients to your bread machine pan in the order listed above', 'use light setting and regular bread', 'this can be a high-rising bread', 'also notable is that i always look at my bread once the machine has warmed up and it begins its first blending -- if it\'s too dry , i add a little milk or juice , if it\'s a little ""wet"" i add flour in teaspoons at a time -- just ""eyeballing"" the consistency', 'your entire house will fill with the aroma of this lovely sweet bread while it bakes !']","hawaiian bread very similar to king's.  most recipes on food.com/zaar are for 1.5 lb loaves -- tried to reduce amounts with no success.  came up with this for the 1lb loaf and machine.  in all honesty, i used all-purpose flour (all i had in the house) first time making this ""modified"" recipe -- using tips from several sources and recipes. absolutely fabulous!","['pineapple juice', 'egg', 'milk', 'butter', 'coconut extract', 'ground ginger', 'salt', 'sugar', 'bread flour', 'instant potato flakes', 'yeast']",11
1 2 3 4 cake  orange,165438,60,291568,2006-04-24,"['60-minutes-or-less', 'time-to-make', 'course', 'preparation', 'for-large-groups', 'desserts', 'cakes', 'number-of-servings']","[270.4, 16.0, 101.0, 5.0, 7.0, 30.0, 13.0]",10,"['pour boiling water over raisins and let sit while preparing rest of cake', 'cream butter and sugar , beat in eggs', 'sift flour , cream of tartar and soda', 'add to creamed mixture alternately with orange juice and vanilla', 'drain raisins', 'add to batter', 'pour into 9""x13"" pan or two 9-inch layer pans which have been buttered and floured', 'bake at 350 f for 45 minutes for large pan or 30 minutes for layer pans', 'can be iced or served with sliced berries and whipped cream', 'really good plain too !']","my mother just gave me a whole box of recipes and i found this recipe in it. it sounded so good, i baked it for a bake sale. a woman bought a couple of pieces, liked it so much that she came back and bought the rest of the cake. definitely a keeper... very easy, tasty, and versatile. i made it in a 9x13 pan. you can use milk or water instead of orange juice but i really liked the flavour of the orange juice and the raisins in it.","['butter', 'sugar', 'eggs', 'all-purpose flour', 'cream of tartar', 'baking soda', 'vanilla', 'orange juice', 'raisins']",9
1 bowl fudgy brownies,247646,32,313014,2007-08-20,"['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'for-large-groups', 'desserts', 'cookies-and-brownies', 'chocolate', 'bar-cookies', 'brownies', 'number-of-servings']","[171.8, 17.0, 43.0, 3.0, 5.0, 26.0, 5.0]",8,"['preheat oven to 325f butter a 9x13-inch baking pan', 'coarsely chop chocolate and place in a large microwave-safe bowl along with butter', 'microwave , uncovered , on high for 2 minutes , then stir until chocolate is melted', 'let mixture cool to room temperature', 'stir in sugar , then eggs and vanilla', 'gradually stir in flour , then nuts and chocolate chips , if using', 'spread mixture in pan', 'bake in center of oven for 30 minutes or until a skewer inserted in center of brownies comes out clean']",very good!  from chatelaine magazine.,"['unsweetened chocolate', 'butter', 'granulated sugar', 'eggs', 'vanilla', 'all-purpose flour', 'nuts', 'chocolate chips']",8
10 minute baked halibut with garlic butter sauce,359203,35,37779,2009-03-05,"['60-minutes-or-less', 'time-to-make', 'course', 'preparation', 'main-dish']","[344.6, 40.0, 0.0, 3.0, 51.0, 56.0, 0.0]",16,"['in a small bowl , mix the olive oil and old bay together', 'brush the halibut fillets with the mixture', 'arrange fillets in a single layer in an ovenproof baking dish', 'cover and refrigerate for up to 24 hours', 'melt butter in a small saucean over low heat', 'add in garlic', 'stir / saute until the garlic is fragrant , about 5 minutes , being careful not to burn the garlic', 'remove pan from heat', 'add in lemon juice , lemon zest , and herbs', 'store in the refrigerator until you are ready to bake the fish', 'preheat oven to 400', 'let fish come to room temperature for about 15 minutes', 'melt the garlic butter and pour it over the fish', 'bake the fish for 10 minutes , basting once with the sauce', 'the fish is done when it is opaque all the way through when slashed in the thickest part or an instant-read thermometer reads 165', 'serve fish with the garlic butter spooned over each portion']",diane phillips,"['olive oil', 'old bay seasoning', 'halibut fillets', 'unsalted butter', 'garlic cloves', 'fresh lemon juice', 'lemon zest', 'herbs']",8
100  honey whole wheat cracked wheat bread,151775,90,171904,2006-01-16,"['time-to-make', 'course', 'preparation', 'breads', 'rolls-biscuits', 'yeast', '4-hours-or-less']","[423.0, 38.0, 124.0, 68.0, 20.0, 26.0, 14.0]",19,"['in the bowl of your electric mixer dissolve yeast in warm water', 'add milk , honey , oil , salt and eggs', 'mix until blended', 'add 2 1 / 2 cups of the flour and beat for 3 to 4 minutes', 'cover bowl with plastic wrap or a warm towel and allow sponge to rise in a warm place until doubled in bulk , about 30 minutes', 'mix in remaining flour reserving 1 / 2 c for kneading', 'at this point you may add the softened cracked wheat if desired', ""this may seem a little stickier than you may be used to but as long as your fingers don't stick in the dough you have the right amount of flour"", 'turn out onto floured board or counter top or use the dough hook from your mixer', 'knead for 8 to 10 minutes until elastic and smooth', 'put in a large buttered bowl and let rise in warm place until doubled in bulk', 'punch dough down', 'on lightly floured board or counter top divide into 3 equal portions', 'shape into loaves and place in buttered loaf pans approximately 8"" x 4""', 'cover and let rise for the third time until doubled in bulk', 'bake at 375 degrees for 30 - 35 minutes', 'the bread tests done when the crust make a hollow sound when tapped', 'remove from pans and brush with melted butter', 'cover with a hot damp towel to soften crust if desired']","this recipe is adapted from the el molino cookbook that i've had for a million years!this has the potential to make 3 loaves and is the only recipe i use for whole wheat bread.it is the moistest i've ever had and because honey is a natural preservative it has a longer shelf life. you can add a little more honey and make amazing dinner rolls or cinnamon rolls.the cookbook states ""the same natural ingredients but a new improved method that gives a higher, lighter loaf."" yes, this rises 3 times! i use the quick acting yeast and am able to make 9 loaves in a day without stressing out.you can substitute about a cup of the whole wheat flour with a cup of white bread flour but i rarely do.enjoy!","['warm water', 'fast-rising active dry yeast', 'milk', 'honey', 'oil', 'salt', 'eggs', 'stone ground whole wheat flour', 'cracked wheat']",9
100  parmesan chicken,83703,35,111263,2004-02-12,"['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'main-dish', 'poultry', 'chicken', 'dietary', 'meat', 'chicken-breasts']","[218.6, 12.0, 1.0, 15.0, 62.0, 21.0, 1.0]",8,"['preheat oven to 400f', 'spray 13x9-inch baking pan with no stick cooking spray', 'melt butter in a shallow dish', 'mix remaining ingredients in another shallow dish', 'dip chicken in melted butter or margarine', 'then coat chicken with dry ingredients', 'place in 13x9-inch baking dish', 'bake 20-25 minutes or until juices of chicken run clear']","i don't remember where i got this recipe several years ago, but it is a delicious cheesy tasty main dish!","['boneless skinless chicken breasts', 'butter', 'parmesan cheese', 'dry breadcrumbs', 'dried oregano', 'parsley flakes', 'paprika', 'salt', 'pepper']",9
